KEGGID	Name	GeneList
D08063	Idrocilamide (INN), Srilane (TN)	 
D08064	Ifenprodil (INN)	146, 147, 148
D08065	Iloprost trometamol, Iloprost tromethamine, Ventavis (TN)	5739
D08066	Glamox (TN), Imatinib (INN)	25, 3815, 5156
D08067	Azilsartan medoxomil (USAN)	185
D08068	Hipertene (TN), Imidapril (INN)	1636
D08069	Imidocarb (INN), Imizol [veterinary] (TN)	 
D08070	Imipramine (INN), Tofranil (TN)	6530, 6532
D08071	Imipramine embonate, Imipramine pamoate (USP), Tofranil-pm (TN)	6530, 6532
D08072	Elepsin (TN), Imipraminoxide hydrochloride	6530, 6532
D08073	Incadronic acid (INN)	2224
D08074	Penbutolol (INN)	153, 154, 155
D08075	Indanazoline (INN)	 
D08076	Farial (TN), Indanazoline hydrochloride	 
D08077	Indeloxazine (INN)	6530, 6532
D08078	Indenolol (INN)	153, 154
D08079	Inosital (TN), Inositol (USAN)	 
D08080	Biphasic isophane insuline human (genetical recombination) injectable aqueous suspension (JP17), Insulin Humacart (TN), Insulin injection, biphasic isophane (BAN)	3643
D08081	Bristol-Myers Squibb Sodium Iodohyppurate (TN), Iodohippurate sodium	 
D08082	Iosarcol, Melitrast (TN)	 
D08083	Entyvio (TN), Vedolizumab (USAN), Vedolizumab (genetical recombination) (JAN)	3676, 3695
D08084	Ioxitalamic acid meglumine, Meglumine ioxitalamate, Telebrix gastro (TN)	 
D08085	Iproniazid phosphate, Marsilid (TN)	4128, 4129
D08086	Biotecan (TN), Irinotecan (INN)	7150
D08087	Irsogladine (INN)	 
D08088	Isoaminile (INN), Peracon (TN)	 
D08089	Isonixin (INN), Nixyn hermes (TN)	 
D08090	Isoprenaline (INN)	153, 154, 155
D08091	Actapront (TN), Isothipendyl (INN)	3269
D08092	Dilator (TN), Isoxsuprine (INN)	154
D08093	Duphaspasmin [veterinary] (TN), Isoxsuprine lactate	154
D08094	Itopride (INN)	1813, 43
D08095	Coralan (TN), Corlanor (TN), Corlentor (TN), Ivabradine hydrochloride (JAN), Ivabrandine hydrochloride	10021, 348980, 57657, 610
D08096	Kavaform (TN), Kawain	 
D08097	Keracyanin chloride (INN), Meralop (TN)	 
D08098	Ketamine (INN), Tekam (TN)	2902, 2903, 2904, 2905, 2906
D08099	Ketanserin tartrate, Sufrexal (TN)	3356
D08100	Ketobemidone (INN)	4985, 4986, 4988
D08101	Ketobemidone hydrochloride, Ketogan (TN)	4985, 4986, 4988
D08102	Artrosilene (TN), Ketoprofen lysine	5742, 5743
D08103	Ketoprofen sodium, Orudis (TN)	5742, 5743
D08104	Ketorolac (INN), Toradol (TN)	5742, 5743
D08105	Alaway (TN), Ketotifen (INN)	3269
D08106	Labetalol (INN)	146, 147, 148, 153, 154
D08107	Varespladib (USAN/INN)	7941
D08108	Lapatinib (INN)	1956, 2064
D08109	LMOX, Latamoxef (INN)	 
D08110	LAPC, Lenampicillin (INN)	 
D08111	Lercanidipine (INN), Lercanil (TN)	775, 776, 778, 779
D08112	Flavan (TN), Leucocianidol (INN)	 
D08113	Enantone (TN), Leuprorelin (INN)	2798
D08114	Ketrax (TN), Levamisole (INN)	 
D08115	Levobunolol (INN)	146, 147, 148, 153, 154, 155
D08116	Levobupivacaine (INN), Novabupi (TN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D08117	Levocabastine (INN), Livostin (TN)	3269
D08118	Levocetirizine dihydrochloride (USAN), Levocetirizine hydrochloride (JAN), Xyzal (TN)	3269
D08119	Levodropropizine (INN), Levopront (TN)	 
D08120	Cravit (TN), Levaquin (TN), Levofloxacin (INN)	 
D08121	Levomethadone (INN)	2902, 2903, 2904, 2905, 2906, 4988
D08122	L-polamidon (TN), Levomethadone hydrochloride	2902, 2903, 2904, 2905, 2906, 4988
D08123	Levorphanol (INN)	4988
D08124	Levalbuterol, Levosalbutamol (INN)	154
D08125	Forthyron (TN), Levothyroxine (BAN)	7067, 7068
D08126	Lidamidine (INN)	150, 151, 152
D08127	Lidocaine (TN), Lidocaine hydrochloride monohydrate	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D08128	Liothyronine (INN), Thyrolar (TN)	7067, 7068
D08129	Liothyronine hydrochloride, Thyrotradin (TN)	7067, 7068
D08130	Lisdexamfetamine (INN)	6530, 6531
D08131	Lisinopril (INN), Zestril (TN)	1636
D08132	Lisuride (INN)	1813, 1814, 1815
D08133	Lithium, Normothymin-E (TN)	 
D08134	Lithium acetate, Quilonorm (TN)	 
D08135	Lithium Microsol (TN), Lithium bromide	 
D08136	Lithioderm (TN), Lithium gluconate	 
D08137	Lithionit (TN), Lithium sulfate	 
D08138	Lobeline sulfate, Smokeless (TN)	1134, 1135, 1136, 1137, 1138, 1139, 1140, 1141, 1142, 1143, 1144, 1145, 1146, 55584, 57053, 8973
D08139	Alomide (TN), Lodoxamide (INN)	 
D08140	Lofepramine (INN)	6530, 6532
D08141	Lofexidine (INN)	150, 151, 152
D08142	Argun (TN), Lonazolac calcium salt	 
D08143	Loracarbef (INN), Lorbef (TN)	 
D08144	Diamide (TN), Loperamide (INN)	4985, 4986, 4988
D08145	Havlane (TN), Loprazolam mesilate, Loprazolam mesylate, Loprazolam methanesulfonate	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D08146	Losartan (INN), Losartic (TN)	185
D08147	Loteprednol (INN)	2908
D08148	Desconex (TN), Loxapine hydrochloride	1813, 3356
D08149	Loxoprofen (INN)	5742, 5743
D08150	Lufenuron (INN), Program [veterinary] (TN)	 
D08151	Luprostiol (INN), Prosolvin (TN)	 
D08152	Lysozyme (DCF), Muramidase	 
D08153	Aldospray analgesico (TN), Mabuprofen (INN)	 
D08154	Magnesium glucoheptonate, ratio-Magnesium (TN)	 
D08155	Artedil (TN), Manidipine (INN), Manidipine 6300	775, 776, 778, 779
D08156	Marbocyl (TN), Marbofloxacin (USP/INN)	 
D08157	Mazaticol (INN)	1128, 1129, 1131, 1132, 1133
D08158	Mazipredone (INN)	 
D08159	Depersolon (TN), Mazipredone hydrochloride	 
D08160	Arluy (TN), Mebeverine (INN)	1128, 1129, 1131, 1132, 1133
D08161	Bexidal (TN), Mebhydrolin (INN)	3269
D08162	Meclofenamate sodium, Meclomen (TN)	5742, 5743
D08163	Meclizine, Meclozine (BAN), Nevidoxine (TN)	3269
D08164	Mecysteine (INN), Methyl cysteine	 
D08165	Domitor [veterinary] (TN), Medetomidine (INN)	150, 151, 152
D08166	Farlutal inyectable (TN), Medroxyprogesterone (INN)	5241
D08167	Chronopil (TN), Megestrol (INN)	5241
D08168	Melarsomine (INN)	 
D08170	Melatonin (JAN), Melatonina (TN)	4543, 4544
D08171	Adelax (TN), Melitracen (INN)	 
D08172	Buronil (TN), Melperone hydrochloride	1813
D08173	Alkeran (TN), Evomela (TN), Melphalan hydrochloride	 
D08174	Exiba (TN), Memantine (INN)	2902, 2903, 2904, 2905, 2906
D08175	Menadiol (BAN)	 
D08176	Menadiol Diphosphate (TN), Menadiol disodium disulfate, Menadiol sodium sulfate (INN)	 
D08177	K-50 (TN), Menadione sodium bisulfite (INN), Menadione sodium sulfonate	 
D08178	Genabiline [veterinary] (TN), Menbutone (INN)	 
D08179	Mepacrine (INN), Quinacrin	 
D08180	Mephentermine (INN)	 
D08181	Carboplyin Dental (TN), Mepivacaine (INN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D08182	Meptazinol (INN)	4988
D08183	Mepyramine (INN)	3269
D08184	Fluidasa (TN), Mepifiline, Mepyramine theophyllineacetate	 
D08185	MEPM, Meronem (TN), Meropenem (INN), Merrem I.V. (TN)	 
D08186	Metadoxil (TN), Metadoxine	 
D08187	Metamfetamine (INN), Methamphetamine	6530, 6531, 6532, 6570, 6571
D08188	Dolemicin (TN), Metamizole, Methamizole	 
D08189	Dipyrone magunesium salt, Magnopyrol (TN), Metamizole magnesium salt	 
D08190	Dipyrone (BAN), Metamizole sodium, Vetalgin (TN)	 
D08191	Metampicillin sodium, Serfabiotic (TN)	 
D08192	Metaraminol (INN)	146, 147, 148, 150, 151, 152
D08193	Metenolone (INN)	367
D08194	Deserpidine (INN), Halmonyl (TN)	 
D08195	Methadone (BAN)	2902, 2903, 2904, 2905, 2906, 4988
D08196	Methandriol (INN), Orabol [veterinary] (TN)	367
D08197	Anadiol (TN), Methandriol dipropionate	367
D08198	Methaniazide (INN)	 
D08199	Methenamine sulfosalicylate, Uropurat (TN)	 
D08200	Methoprene (INN), Zodiac [veterinary] (TN)	 
D08201	Methoxamine (BAN)	146, 147, 148
D08204	Methyl aminolevulinate	 
D08205	Aldomet (TN), Methyldopa (INN)	150, 151, 152
D08206	Methylephedrine (BAN)	146, 147, 148, 150, 151, 152, 153, 154, 155
D08207	Ergotyl (TN), Methylergometrine (INN)	146, 147, 148, 150, 151, 152
D08208	Hypotylin (TN), Metipamide	 
D08209	Metixene (INN)	1128, 1129, 1131, 1132, 1133
D08210	Metomidate (INN)	 
D08211	Hypnodil [veterinary] (TN), Metomidate hydrochloride	 
D08212	Trimazosin (INN)	146, 147, 148
D08213	Benflogin (TN), Metoxibutropate	 
D08214	Elyzol (TN), Metronidazole benzoate (USP)	 
D08215	Mexiletine (INN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D08216	Mianserin (INN), Tolvon (TN)	150, 151, 152
D08217	Mibefradil (INN)	775, 776, 778, 779, 8911, 8912, 8913
D08218	Micafungin (INN)	 
D08219	MCR, Micronomicin (DCF)	 
D08220	Midodrine (INN)	146, 147, 148
D08221	Varespladib methyl (USAN)	7941
D08222	Milnacipran (INN)	6530, 6532
D08223	Alpagelle (TN), Miristalkonium chloride (INN)	 
D08224	Misostol (TN), Mitoxantrone (INN)	7153, 7155
D08225	Moexipril (INN)	1636
D08226	Molindone (INN)	1813
D08227	Mometasone (INN)	2908
D08228	Elancoban [veterinary] (TN), Monensin (INN)	 
D08229	Brondilat (TN), Montelukast (INN)	10800
D08230	Morantel (BAN), Paratect flex [veterinary] (TN)	 
D08231	Exhelm (TN), Morantel citrate	 
D08232	Moroctocog alfa (INN), ReFacto (TN)	 
D08233	Morfina Dosa (TN), Morphine (BAN), Substitol (TN)	4988
D08234	Morphine Tartrate (TN), Morphine tartrate	4988
D08235	Mosapramine (INN)	1813, 1814, 1815
D08236	Mosapride (INN), Mosart (TN)	3360
D08237	Avelox IV (TN), Moxifloxacin (INN)	 
D08238	Certonal (TN), Moxaverine hydrochloride	10846, 27115, 50940, 5136, 5137, 5138, 5139, 5140, 5141, 5142, 5143, 5144, 5150, 5151, 5153, 8622
D08239	Carlytene (TN), Moxisylyte (INN)	146, 147, 148
D08240	Nafamostat (INN)	 
D08241	Nafarelin (INN)	2798
D08242	Nafcillin (INN)	 
D08243	Mediaven (TN), Naftazone (INN)	 
D08244	Drosunal (TN), Naftidrofuryl (INN)	3356
D08245	Naftifine (INN)	 
D08246	Intapan (TN), Nalbuphine (INN)	4985, 4986, 4988
D08247	Nalorphine (INN), Nalorphine serb (TN)	4986, 4988
D08248	Cloridrato de nalorfina (TN), Nalline [veterinary] (TN), Nalorphine hydrochloride (USP)	4986, 4988
D08249	DBL Naloxone (TN), Naloxone (INN)	4985, 4986, 4988
D08250	Nandrolone (INN), decadura (TN)	367
D08251	Laurabolin [veterinary] (TN), Nandrolone dodecanoate, Nandrolone laurate	367
D08252	Laennec (TN), Placenta hydrolysate	 
D08253	Nafazolin (TN), Naphazoline (INN)	146, 147, 148
D08254	Endralazine (INN)	 
D08255	Naramig (TN), Naratriptan (INN)	3351, 3352
D08256	Milyzer (TN), Nateplase (INN), Tepase (TN)	 
D08257	Nefazodone (INN)	146, 147, 148, 3356, 3358
D08258	Nefopam (INN)	 
D08259	Nelfinavir (INN), Viracept (TN)	 
D08260	Fradiomycin, Kaomycine (TN), Neomycin, Neomycin (INN)	 
D08261	Neostigmine (BAN), Prostigmin (TN)	43
D08262	Mangafodipir (INN)	 
D08263	MAG 2 (TN), Magnesium pidolate	 
D08265	Hydroquinine hydrobromide, inhibin (TN)	 
D08266	Importal (TN), Lactitol (NF/INN)	 
D08267	Dihydroquinine, Hydroquinine, Neostrata (TN)	 
D08268	NTL, Netilmicin (INN), Netira (TN)	 
D08269	Nicametate (INN)	 
D08270	Cardene (TN), Nicardipine (INN)	775, 776, 778, 779
D08271	Nicergoline tartrate, Sermion (TN)	146, 147, 148
D08272	Nicocodine (INN)	 
D08273	Nicomorphine hydrochloride, Vilan (TN)	4988
D08274	Ethyl nicotinate, Mucotherm (TN), Nicotine acid ethyl ester	 
D08275	Niflugel (TN), Niflumic acid (INN)	1179, 22802, 5743, 9635
D08276	Nimustine (INN)	 
D08277	Turofexorate isopropyl (USAN/INN)	9971
D08278	Deldrax (TN), Nitroxinil (INN), Nitroxynil, Trodax [veterynary] (TN)	 
D08279	Tozasertib (USAN)	2322, 25, 6790, 6795, 9212
D08280	Nizofenone (INN)	 
D08281	Lutenyl (TN), Nomegestrol acetate (USAN)	5241
D08282	Hansaplast (TN), Nonanoic acid vanillylamide, Nonivamide (INN)	7442
D08283	Calmday (TN), Nordazepam (INN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D08284	(-)-Noradrenaline hydrochloride, Arterenol (TN), Norepinephrine hydrochoride	146, 147, 148, 150, 151, 152, 153, 154, 155
D08285	Norethisterone enantate, Noristerat (TN)	5241
D08286	Norfenefrine (INN)	 
D08287	Norfloxacin nicotinate, Quinabic soluble powder (TN) [veterinary]	 
D08288	Nortrilen (TN), Nortriptyline (INN)	6530, 6532
D08289	Octenidine (INN)	 
D08290	Oblimersen (INN)	596
D08291	Ofloxacin hydrochloride, Tarivid (TN)	 
D08292	Olaquindox (INN), Olaquindox [veterinary] (TN)	 
D08293	Olopatadine (INN)	3269
D08294	Olprinone (INN)	5139, 5140
D08295	Olsalazine (INN)	 
D08296	Omoconazole (INN)	 
D08297	Opipramol (INN), Opipramol dura (TN)	10280, 1813, 3269, 3356, 3357, 3358
D08298	Carbaica (TN), Orazamide (INN)	 
D08299	Orbax [veterinary] (TN), Orbifloxacin (USP/INN)	 
D08300	Metaproterenol, Orciprenaline (INN)	154
D08301	Centron (TN), Ormeloxifene (INN)	2099, 2100
D08302	Ornithine (INN)	 
D08303	Hepa-Merz (TN), Ornithine aspartate	 
D08304	Calciumorotat (TN), Orotic acid calcium salt	 
D08305	Mialgin (TN), Orphenadrine (INN)	116443, 116444, 2902, 2903, 2904, 2905, 2906, 3269
D08306	Agucort (TN), Oseltamivir (INN)	 
D08307	Oxacilina (TN), Oxacillin (INN)	 
D08308	Dacryoboraline (TN), Oxedrine tartrate	 
D08309	Ocuton (TN), Oxedrine hydrochloride	 
D08310	Oxeladin (INN)	 
D08311	Emoren (TN), Oxetacaine hydrochloride	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D08312	Oxetorone (INN)	 
D08313	Oxiconazole (INN)	 
D08314	4-Hydroxyephedrine, Oxilofrine (INN)	 
D08315	Carnigen (TN), Oxilofrine hydrochloride	 
D08316	Oxolamine citrate, Perebron (TN)	 
D08317	Oxolamine phosphate, Perebron (TN)	 
D08318	Oxprenolol (INN), Oxprenolol (TN)	153, 154, 155
D08319	Monofree oxybuprocaine (TN), Oxybuprocaine (INN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D08320	Oxyclozanide (INN), Zanil [veterinay] (TN)	 
D08321	Oxyfedrine (INN)	 
D08322	Operil (TN), Oxymetazoline (INN)	148
D08323	Oxymorphone (INN)	4988
D08324	Oxyphenbutazone (INN), Oxyphenbutazone (TN), Reozon (TN)	5742, 5743
D08325	Oxyphencyclimine (INN)	1128, 1129, 1131
D08326	Isaphen (TN), Oxyphenisatine (INN)	 
D08327	Cataclot (TN), Ozagrel (INN)	6916
D08328	Palmdrol prodes (TN), Palmidrol (INN)	 
D08329	Mamyzin [veterinary] (TN), Penethamate hydriodide (BAN)	 
D08330	Pemine (TN), Penicillamine hydrochloride	 
D08331	Auxitrans (TN), Pentaerythritol	 
D08332	Hestar (TN), Pentalamide (INN)	 
D08333	Lomidine (TN), Pentamidine (INN)	 
D08334	Pentoxyverine (INN), Sedotussin (TN)	 
D08335	Pentoxyverine hydrochloride, Sedotussin (TN), Toclase (TN)	 
D08336	PEP, Peplomycin (INN)	 
D08337	Iclaprim (USAN/INN)	 
D08338	Acri-deca (TN), Perflunafene (INN)	 
D08339	Pergolide (INN), Permax (TN)	1812, 1813
D08340	Perhexiline (INN)	126129, 1374, 1375, 1376, 775, 776, 778, 779
D08341	Perphenazine decanoate, Trilafon dekanoat (TN)	1813
D08342	Perphenazine enantate, Perphenazine enanthate, Trilafon (TN)	1813
D08343	Meperidine, Pethidine (INN), Pethidine DBL (TN)	4988
D08344	MK-0457, Tozasertib lactate (USAN)	2322, 25, 6790, 6795, 9212
D08345	Aklonin (TN), Phenamacide hydrochloride	 
D08346	Fenazopiridina (TN), Phenazopyridine (INN)	 
D08347	Phendimetrazine (INN)	6530
D08348	Antapentan (TN), Phendimetrazine hydrochloride	6530
D08349	Phenelzine (BAN)	4128, 4129
D08350	PEPC, Phenethicillin, Pheneticillin (INN)	 
D08351	Phenformin (BAN)	5562, 5563
D08352	Debei (TN), Phenformin hydrochloride	5562, 5563
D08353	Phenindamine (INN)	3269
D08354	Hedulin (TN), Phenindione (INN)	79001
D08355	Pheniramine (INN)	3269
D08356	Gratusminal (TN), Phenobarbital diethylamine	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D08357	Hegor antipoux (TN), Phenothrin (INN)	 
D08358	Phenoxybenzamine (INN)	146, 147, 148, 150, 151, 152
D08359	Fungal Terminator [veterinary] (TN), Phenoxyethanol (NF)	 
D08360	Calcipen (TN), Phenoxymethylpenicillin calcium	 
D08361	Alzaten (TN), Fentetramine, Phentetramine	 
D08362	Phentolamine (INN)	146, 147, 148, 150, 151, 152
D08363	Peralgin (TN), Phenylbutazone calcium	5742, 5743
D08364	Ambene (TN), Phenylbutazone sodium	5742, 5743
D08365	Phenylephrine (INN), Phenylephrine Minims (TN)	146, 147, 148
D08366	Boraline (TN), L-Phenylephrine tartrate, Phenylephrine tartrate	146, 147, 148
D08367	2-Phenylphenol, Amocid (TN), Phenylphenol	 
D08368	Fansia (TN), Phenylpropanolamine (INN)	146, 147, 148, 150, 151, 152, 153, 154, 155
D08369	Dealyd (TN), Polyphloroglucinol phosphate	1312
D08370	Pholedrine (INN)	 
D08371	Pholedrin liquidum (TN), Pholedrine sulfate	 
D08372	Del-Phos (TN), Phosmet (BAN), Poron (TN)	 
D08373	Phoxim (BAN), Sebacil [veterinary] (TN)	 
D08374	Calmatel (TN), Piketoprofen (INN)	5742, 5743
D08375	Piketoprofen hydrochloride, Triparsean (TN)	5742, 5743
D08376	Pilocarpine borate, pilolarpin ophtha (TN)	1129, 1131
D08377	Pilsicainide (INN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D08378	Actos (TN), Pioglitazone (INN)	5468
D08379	Nuril (TN), Pipemidic acid (INN)	 
D08380	PIPC, Peracin (TN), Piperacillin (INN)	 
D08381	Diethylenediamine hexahydrate, Piperazine hexahydrate, Vermyl (TN)	 
D08382	Piperidolate (INN)	1128, 1129, 1131, 1132, 1133
D08383	Para Pio (TN), Piperonyl butoxide (BAN), Rid Mousse (TN)	 
D08384	Piperilate, Pipethanate (INN)	1128, 1129, 1131, 1132, 1133
D08385	Piportil (TN), Pipotiazine (INN)	1812, 1813, 3350, 3356
D08386	Pinorubin (TN), Pirarubicin hydrochloride, Therarubicin (TN)	7153, 7155
D08387	Pirbuterol (INN)	154
D08388	Clarvisan (TN), Pirenoxine sodium salt	 
D08389	Pirenzepine (INN)	1128, 1129, 1131, 1132, 1133
D08390	Mentis (TN), Pirisudanol dimaleate	 
D08391	Pirlimycin (INN), Pirsue [veterinary] (TN)	 
D08392	Pirlindole (INN), Pyrazidol (TN)	4128
D08393	Implementor (TN), Pirlindole hydrochloride	4128
D08394	Pirmenol (INN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D08395	Piroheptine (INN)	1128, 1129, 1131, 1132, 1133
D08396	Pivampicillin (INN), Pondocillin (TN)	 
D08397	Mosegor (TN), Pizotifen malate, Sandomigran (TN)	3350, 3351, 3352, 3354, 3355, 3356, 3357, 3358
D08398	Ateromixol (TN), PPG (TN), Policosanol	 
D08399	Lavasept (TN), Polihexanide (INN), Polyhexanide	 
D08400	Heamaccel (TN), Polygeline (BAN)	 
D08401	PL-B, Polymyxin B (INN), Polysporin (TN)	 
D08402	Curosurf (TN), Poractant alfa (BAN)	 
D08403	Nabumeton A (TN), Potassium	 
D08404	Neo gilurythmal (TN), Prajmalium bitartrate (INN)	 
D08405	Pramiracetam (INN)	 
D08406	Pramiverine (INN), Sistalgina (TN)	 
D08407	Pramocaine (INN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D08408	Azlaire (TN), Pranlukast (INN)	10800
D08409	Biolaif (TN), Prasterone (USAN/INN)	2099, 2100, 367
D08410	Pravastatin (INN), Pravator (TN)	3156
D08411	Minipress (TN), Prazosin (INN)	146, 147, 148
D08412	Prednisolone 21-pivalate, Prednisolone pivalate, Ultracortenol (TN)	2908
D08413	Predenema (TN), Prednisolone 21-(sodium 3-sulfobenzoate), Prednisolone metasulfobenzoate sodium, Prednisolone sodium metazoate (USAN)	2908
D08414	Fenicort (TN), Prednisolone 21-(sodium tetrahydrophthalate), Prednisolone sodium tetrahydrophthalate	2908
D08415	Prednisolone 21-steaglate, Prednisolone steaglate (BAN), Sintisone (TN)	2908
D08416	Prednisone 21-acetate, Prednisone acetate	2908
D08417	Prenoxdiazine hydrochloride, libexin (TN)	 
D08418	Pridinol (INN)	1128, 1129, 1131, 1132, 1133
D08419	Pridinol (TN), Pridinol hydrochloride	1128, 1129, 1131, 1132, 1133
D08420	Kanaprim (TN), Primaquine (INN)	 
D08421	Procainamide (INN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D08422	Procaine (INN), Solution of novocain (TN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D08423	Procarbazine (INN)	 
D08424	Meptin (TN), Procaterol (INN)	154
D08425	Procyclidine (INN)	1128, 1129, 1131, 1132, 1133
D08426	Profenamine (INN)	1128, 1129, 1131, 1132, 1133
D08427	Bruxel (TN), Proglumetacin (INN)	5742, 5743
D08428	Proguanil (INN)	 
D08429	Covinan [veterinary] (TN), Delvosteron [veterinary] (TN), Proligestone (INN)	2908, 5241
D08430	Combelen [veterinary] (TN), Promazine (INN)	1813
D08431	Promegestone (INN), Surgestone (TN)	5241
D08432	Promethazine maleate, Romergan (TN)	3269
D08433	Atusil (TN), Promolate (INN)	 
D08434	Pro-dafalgan (TN), Propacetamol hydrochloride	5742, 5743
D08435	Propafenon hexal (TN), Propafenone (INN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D08436	Golden eye drops (TN), Propamidine isetionate	 
D08437	Propetamphos (BAN), Seraphos	 
D08438	Propicillin (BAN)	 
D08439	Propavan (TN), Propiomazine maleate	 
D08440	Natriumpropionat [veterinary] (TN), Sodium propionate	 
D08441	Propiverine (INN)	1128, 1129, 1131, 1132, 1133, 775, 776, 778, 779
D08442	Bolfo (TN), Propoxur (BAN)	 
D08443	Propranolol (INN), Propranolol (TN)	153, 154, 155
D08444	Eventin (TN), Propylhexedrine hydrochloride	146, 147, 148, 150, 151, 152
D08445	Protamine (TN), Protamine hydrochloride (BAN)	 
D08446	Dominal (TN), Prothipendyl hydrochloride	 
D08447	Protriptyline (INN)	6530, 6532
D08448	Proparacaine, Proxymetacaine (INN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D08449	Acunaso (TN), Neodurasina (TN), Pseudoephedrine (INN)	146, 147, 148, 150, 151, 152, 153, 154, 155
D08450	Manaderm (TN), Psoralen, Psoralene (DCF)	 
D08451	Konvermex (TN), Pyrantel (INN)	 
D08452	Bubil (TN), Pyrethrin I	 
D08453	Pargyline (INN)	4128, 4129
D08454	Pyridoxine (INN), Vitamin B6 (TN)	 
D08455	Cyclio [veterinary] (TN), Pyriproxyfen	 
D08456	Norsic (TN), Quetiapine (INN)	1813, 3356
D08457	Norprolac (TN), Quinagolide hydrochloride (BAN)	1813
D08458	Kinidin (TN), Quinidine (BAN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D08459	Natisedine (TN), Quinidine 5-ethyl 5-phenyl barbiturate, Quinidine phenylethylbarbiturate	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D08460	Kinder Quinina (TN), Quinine (BAN)	 
D08461	Quinine (TN), Quinine dihydrochloride	 
D08462	Dimethisoquin, Quinisocaine (INN)	 
D08463	Eraloc (TN), Rabeprazole (INN)	495, 496
D08464	Hidrasec (TN), Racecadotril (INN), Tiorfan (TN)	4311
D08465	Eviden (TN), Raloxifene (INN), Raxeto (TN)	2099, 2100
D08466	Ramosetron (INN)	170572, 200909, 285242, 3359, 9177
D08467	Ranelic acid (INN)	 
D08468	Protelos (TN), Ranelic acid strontium salt, Strontium ranelate	 
D08469	Azilect (TN), Rasagiline (USAN/INN)	4129
D08470	Ajmalicine, Lamuran (TN), Raubasine (DCF)	 
D08471	Cardioxane (TN), Razoxane (INN)	 
D08472	Edronax (TN), Reboxetine (INN)	6530
D08473	Remifentanil (INN), Ultiva (TN)	4988
D08474	Reproterol (INN)	154
D08475	Durekyl (TN), Ectokyl (TN), Resmethrin	 
D08476	Resocortol (INN)	2908
D08477	Microvit a dlc [veterinary] (TN), Retinol propionate	5914, 5915, 5916
D08478	RSM, Ribostamycin (INN)	 
D08479	Rifadine (TN), Rifampicin sodium	 
D08480	Otofa (TN), Rifamycin SV sodium salt, Rifamycin sodium (USAN), Rifocina (TN)	 
D08481	Rilmazafone (INN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D08482	Hyperium (TN), Rilmenidine (INN)	150, 151, 152
D08483	Rimantadine (INN)	 
D08484	Ridron (TN), Risedronic acid (INN)	2224
D08485	Maxalt (TN), Rizatriptan (INN)	3351, 3352
D08486	Robenidine (INN)	 
D08487	Romifidine (INN), Sedivet (TN)	150, 151, 152
D08488	Amlodipine besilate and atorvastatin calcium, Caduet (TN)	 
D08489	Ropinirole (USAN/INN), Ropitor (TN)	1813, 1814, 1815
D08490	Naropin (TN), Ropivacaine (INN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D08491	Gaudil (TN), Rosiglitazone (INN)	5468
D08492	Creston (TN), Rosuvastatin (INN)	3156
D08493	Cosopt (TN), Dorzolamide hydrochloride and timolol maleate	 
D08494	Roxatidine (INN), Roxit (TN)	3274
D08495	Roxatidine acetate (BAN)	3274
D08496	Qari (TN), Rufloxacin hydrochloride	 
D08497	Rinialer (TN), Rupafin (TN), Rupatadine fumarate (JAN)	3269, 5724
D08498	Ruscogenin, Ruscorectal (TN)	 
D08499	Rutin, Rutoside (INN), Venoruton (TN)	 
D08500	Hermesetas original (TN), Saccharin sodium	 
D08501	Arthricream (TN), Salicylic acid triethanolamine, Salicylic acid trolamine, Trolamine salicylate (USP)	5742, 5743
D08502	Procoxacin (TN), Salinomycin (INN)	 
D08503	Toceranib (USAN)	3791, 3815, 5156, 5159
D08504	Quadramet (TN), Samarium (153Sm) lexidronam (INN)	 
D08505	Sapropterin (INN)	 
